Provincia de residencia,Causas (lista reducida),Sexo,Edad,Total,Tipo de causa,Enfermedad
Alicante/Alacant,021 Melanoma maligno de la piel,Mujeres,De 75 a 79 años,5,Tumores,Melanoma
Alicante/Alacant,021 Melanoma maligno de la piel,Mujeres,De 80 a 84 años,3,Tumores,Melanoma
Alicante/Alacant,021 Melanoma maligno de la piel,Mujeres,De 85 a 89 años,2,Tumores,Melanoma
Alicante/Alacant,021 Melanoma maligno de la piel,Mujeres,De 90 a 94 años,2,Tumores,Melanoma
Alicante/Alacant,021 Melanoma maligno de la piel,Mujeres,De 95 años y más,1,Tumores,Melanoma
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,Todas las edades,68,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,Menores de 1 año,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 1 a 14 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 15 a 29 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 30 a 39 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 40 a 44 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 45 a 49 años,1,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 50 a 54 años,1,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 55 a 59 años,5,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 60 a 64 años,5,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 65 a 69 años,10,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 70 a 74 años,6,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 75 a 79 años,7,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 80 a 84 años,9,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 85 a 89 años,16,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 90 a 94 años,6,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Ambos sexos,De 95 años y más,2,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,Todas las edades,52,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,Menores de 1 año,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 1 a 14 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 15 a 29 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 30 a 39 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 40 a 44 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 45 a 49 años,1,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 50 a 54 años,1,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 55 a 59 años,5,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 60 a 64 años,3,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 65 a 69 años,7,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 70 a 74 años,3,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 75 a 79 años,5,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 80 a 84 años,7,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 85 a 89 años,15,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 90 a 94 años,4,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Hombres,De 95 años y más,1,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,Todas las edades,16,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,Menores de 1 año,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 1 a 14 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 15 a 29 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 30 a 39 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 40 a 44 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 45 a 49 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 50 a 54 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 55 a 59 años,0,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 60 a 64 años,2,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 65 a 69 años,3,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 70 a 74 años,3,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 75 a 79 años,2,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 80 a 84 años,2,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 85 a 89 años,1,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 90 a 94 años,2,Tumores,Tumor piel
Alicante/Alacant,022 Otros tumores malignos de la piel y de los tejidos blandos,Mujeres,De 95 años y más,1,Tumores,Tumor piel
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,Todas las edades,273,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,Menores de 1 año,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 1 a 14 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 15 a 29 años,1,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 30 a 39 años,5,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 40 a 44 años,5,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 45 a 49 años,13,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 50 a 54 años,29,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 55 a 59 años,19,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 60 a 64 años,28,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 65 a 69 años,24,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 70 a 74 años,19,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 75 a 79 años,23,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 80 a 84 años,34,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 85 a 89 años,40,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 90 a 94 años,25,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Ambos sexos,De 95 años y más,8,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,Todas las edades,5,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,Menores de 1 año,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 1 a 14 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 15 a 29 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 30 a 39 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 40 a 44 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 45 a 49 años,1,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 50 a 54 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 55 a 59 años,1,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 60 a 64 años,1,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 65 a 69 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 70 a 74 años,2,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 75 a 79 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 80 a 84 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 85 a 89 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 90 a 94 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Hombres,De 95 años y más,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,Todas las edades,268,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,Menores de 1 año,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 1 a 14 años,0,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 15 a 29 años,1,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 30 a 39 años,5,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 40 a 44 años,5,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 45 a 49 años,12,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 50 a 54 años,29,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 55 a 59 años,18,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 60 a 64 años,27,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 65 a 69 años,24,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 70 a 74 años,17,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 75 a 79 años,23,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 80 a 84 años,34,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 85 a 89 años,40,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 90 a 94 años,25,Tumores,Tumor mama
Alicante/Alacant,023 Tumor maligno de la mama,Mujeres,De 95 años y más,8,Tumores,Tumor mama
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,Todas las edades,21,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,Menores de 1 año,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 1 a 14 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 15 a 29 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 30 a 39 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 40 a 44 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 45 a 49 años,3,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 50 a 54 años,3,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 55 a 59 años,2,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 60 a 64 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 65 a 69 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 70 a 74 años,5,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 75 a 79 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 80 a 84 años,2,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 85 a 89 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 90 a 94 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Ambos sexos,De 95 años y más,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,Todas las edades,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,Menores de 1 año,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 1 a 14 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 15 a 29 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 30 a 39 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 40 a 44 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 45 a 49 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 50 a 54 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 55 a 59 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 60 a 64 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 65 a 69 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 70 a 74 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 75 a 79 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 80 a 84 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 85 a 89 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 90 a 94 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Hombres,De 95 años y más,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,Todas las edades,21,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,Menores de 1 año,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 1 a 14 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 15 a 29 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 30 a 39 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 40 a 44 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 45 a 49 años,3,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 50 a 54 años,3,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 55 a 59 años,2,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 60 a 64 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 65 a 69 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 70 a 74 años,5,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 75 a 79 años,0,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 80 a 84 años,2,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 85 a 89 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 90 a 94 años,1,Tumores,Tumor cuello utero
Alicante/Alacant,024 Tumor maligno del cuello del útero,Mujeres,De 95 años y más,1,Tumores,Tumor cuello utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,Todas las edades,60,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,Menores de 1 año,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 1 a 14 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 15 a 29 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 30 a 39 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 40 a 44 años,1,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 45 a 49 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 50 a 54 años,1,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 55 a 59 años,2,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 60 a 64 años,4,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 65 a 69 años,5,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 70 a 74 años,17,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 75 a 79 años,11,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 80 a 84 años,9,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 85 a 89 años,8,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 90 a 94 años,1,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Ambos sexos,De 95 años y más,1,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,Todas las edades,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,Menores de 1 año,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 1 a 14 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 15 a 29 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 30 a 39 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 40 a 44 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 45 a 49 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 50 a 54 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 55 a 59 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 60 a 64 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 65 a 69 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 70 a 74 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 75 a 79 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 80 a 84 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 85 a 89 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 90 a 94 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Hombres,De 95 años y más,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,Todas las edades,60,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,Menores de 1 año,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 1 a 14 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 15 a 29 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 30 a 39 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 40 a 44 años,1,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 45 a 49 años,0,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 50 a 54 años,1,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 55 a 59 años,2,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 60 a 64 años,4,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 65 a 69 años,5,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 70 a 74 años,17,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 75 a 79 años,11,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 80 a 84 años,9,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 85 a 89 años,8,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 90 a 94 años,1,Tumores,Tumor utero
Alicante/Alacant,025 Tumor maligno de otras partes del útero,Mujeres,De 95 años y más,1,Tumores,Tumor utero
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,Todas las edades,68,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,Menores de 1 año,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 1 a 14 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 15 a 29 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 30 a 39 años,1,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 40 a 44 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 45 a 49 años,2,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 50 a 54 años,5,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 55 a 59 años,6,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 60 a 64 años,7,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 65 a 69 años,10,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 70 a 74 años,9,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 75 a 79 años,12,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 80 a 84 años,8,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 85 a 89 años,5,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 90 a 94 años,3,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Ambos sexos,De 95 años y más,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,Todas las edades,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,Menores de 1 año,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 1 a 14 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 15 a 29 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 30 a 39 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 40 a 44 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 45 a 49 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 50 a 54 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 55 a 59 años,0,Tumores,Tumor ovario
Alicante/Alacant,026 Tumor maligno del ovario,Hombres,De 60 a 64 años,0,Tumores,Tumor ovario
